"","subject","sex","age","session","trial","condition","baited_side","interest_period","max_x","min_x","median_x","mean_x","baitedX"
"2383","Pisco","m","16",1,8,"control","r","addressing",215.45,211.71,214.29,213.857,211.71
"2384","Pisco","m","16",1,8,"control","r","baiting",326.91,222.27,245.54,249.046,222.27
"2385","Pisco","m","16",1,8,"control","r","bowl_displacement",285.55,148.48,206.42,209.237021276596,148.48
"2386","Pisco","m","16",1,8,"control","r","choice",292.89,143.7,231.195,228.286348314607,143.7
"2387","Pisco","m","16",1,8,"control","r","signaling",316.2,200.37,250.91,252.462083333333,200.37
"2388","Pisco","m","16",1,9,"pointing","l","addressing",404.18,215.53,375.01,339.111,404.18
"2389","Pisco","m","16",1,9,"pointing","l","baiting",316.42,200.1,230.845,236.24487012987,316.42
"2390","Pisco","m","16",1,9,"pointing","l","bowl_displacement",412.17,149.45,227.175,244.787954545455,412.17
"2391","Pisco","m","16",1,9,"pointing","l","choice",268.02,131.84,188.51,196.835714285714,268.02
"2392","Pisco","m","16",1,9,"pointing","l","signaling",316.46,162.11,267.73,259.606666666667,316.46
"2393","Pisco","m","16",1,10,"pointing","r","addressing",228.04,224.8,226.6,226.324285714286,224.8
"2394","Pisco","m","16",1,10,"pointing","r","baiting",260.94,189.1,221.33,222.214131736527,189.1
"2395","Pisco","m","16",1,10,"pointing","r","bowl_displacement",346.19,146.97,224.27,229.112727272727,146.97
"2396","Pisco","m","16",1,10,"pointing","r","choice",296.69,175.89,230.27,231.350430107527,175.89
"2397","Pisco","m","16",1,10,"pointing","r","signaling",296.12,142.8,207.15,200.695294117647,142.8
"2398","Pisco","m","16",1,11,"pointing","l","addressing",154.15,116.66,120.43,124.565833333333,154.15
"2399","Pisco","m","16",1,11,"pointing","l","baiting",261.77,127.45,160.43,169.748834355828,261.77
"2400","Pisco","m","16",1,11,"pointing","l","bowl_displacement",395.53,63.62,144.545,183.764666666667,395.53
"2401","Pisco","m","16",1,11,"pointing","l","choice",482.56,1.05,241.84,203.801494252874,482.56
"2402","Pisco","m","16",1,11,"pointing","l","signaling",361.97,59.89,299.9,251.837254901961,361.97
"2403","Pisco","m","16",1,12,"pointing","r","addressing",203.41,198.72,201.44,201.380833333333,198.72
"2404","Pisco","m","16",1,12,"pointing","r","baiting",312.93,184.88,211.08,222.645745856354,184.88
"2405","Pisco","m","16",1,12,"pointing","r","bowl_displacement",358.93,120.25,210.92,220.607096774194,120.25
"2406","Pisco","m","16",1,12,"pointing","r","choice",270.84,110.15,209.34,203.907032967033,110.15
"2407","Pisco","m","16",1,12,"pointing","r","signaling",228.36,201.25,217.485,215.39025,201.25
"2408","Pisco","m","16",1,13,"control","l","addressing",159.05,123.66,151.63,146.798421052632,159.05
"2409","Pisco","m","16",1,13,"control","l","baiting",200.5,140.07,166.865,169.65049382716,200.5
"2410","Pisco","m","16",1,13,"control","l","bowl_displacement",370.89,79.4,180.13,196.206781609195,370.89
"2411","Pisco","m","16",1,13,"control","l","choice",459.34,6,179.03,191.660283553875,459.34
"2412","Pisco","m","16",1,13,"control","l","signaling",183.79,145.52,173.31,169.738032786885,183.79
"2413","Pisco","m","16",1,14,"pointing","r","addressing",283.98,282.47,283.16,283.163529411765,282.47
"2414","Pisco","m","16",1,14,"pointing","r","baiting",325.28,275.47,313.84,313.476790697674,275.47
"2415","Pisco","m","16",1,14,"pointing","r","bowl_displacement",345.51,199.56,289.78,282.711327014218,199.56
"2416","Pisco","m","16",1,14,"pointing","r","choice",242.67,122.43,204.775,189.942678571429,122.43
"2417","Pisco","m","16",1,14,"pointing","r","signaling",283.57,207.03,220.565,234.3865,207.03
"2418","Pisco","m","16",1,15,"pointing","l","addressing",195.95,136.16,146.865,155.201666666667,195.95
"2419","Pisco","m","16",1,15,"pointing","l","baiting",245.27,150.99,167.97,173.913694267516,245.27
"2420","Pisco","m","16",1,15,"pointing","l","bowl_displacement",392.63,68.01,159.26,199.014065934066,392.63
"2421","Pisco","m","16",1,15,"pointing","l","choice",314.67,23.08,217.42,207.869569892473,314.67
"2422","Pisco","m","16",1,15,"pointing","l","signaling",343.33,128.29,212.07,216.421304347826,343.33
"2423","Pisco","m","16",2,1,"gazing","r","addressing",218.52,208.23,215.115,214.33625,208.23
"2424","Pisco","m","16",2,1,"gazing","r","baiting",284.05,57.27,244.18,235.202195121951,57.27
"2425","Pisco","m","16",2,1,"gazing","r","bowl_displacement",392.27,0.01,214.39,215.546741573034,0.01
"2426","Pisco","m","16",2,1,"gazing","r","choice",303.02,157.35,201.985,210.473787878788,157.35
"2427","Pisco","m","16",2,1,"gazing","r","signaling",324.95,203.43,253.91,255.447714285714,203.43
"2428","Pisco","m","16",2,2,"gazing","l","addressing",205.58,182.1,194.97,194.932727272727,205.58
"2429","Pisco","m","16",2,2,"gazing","l","baiting",232.97,144.59,187.84,187.245960264901,232.97
"2430","Pisco","m","16",2,2,"gazing","l","bowl_displacement",439.04,53.73,180.835,203.86625,439.04
"2431","Pisco","m","16",2,2,"gazing","l","choice",266.05,86.08,234.59,228.413855421687,266.05
"2432","Pisco","m","16",2,2,"gazing","l","signaling",254.09,206.41,219.22,226.23547008547,254.09
"2433","Pisco","m","16",2,3,"gazing","r","addressing",262.86,258.74,261.08,260.893636363636,258.74
"2434","Pisco","m","16",2,3,"gazing","r","baiting",291.76,186.8,259.715,255.83641025641,186.8
"2435","Pisco","m","16",2,3,"gazing","r","bowl_displacement",423.75,172.84,250.25,248.916526315789,172.84
"2436","Pisco","m","16",2,3,"gazing","r","choice",320.4,142.68,242.52,237.860769230769,142.68
"2437","Pisco","m","16",2,3,"gazing","r","signaling",292.99,242.73,271.04,268.942125984252,242.73
"2438","Pisco","m","16",2,4,"gazing","l","addressing",240.07,236.51,238.26,238.398823529412,240.07
"2439","Pisco","m","16",2,4,"gazing","l","baiting",253.37,158.24,218.17,213.313048780488,253.37
"2440","Pisco","m","16",2,4,"gazing","l","bowl_displacement",333.12,133.95,222.15,213.700229885057,333.12
"2441","Pisco","m","16",2,4,"gazing","l","choice",329.03,185.72,225.1,232.732842105263,329.03
"2442","Pisco","m","16",2,4,"gazing","l","signaling",265.25,225.75,237.69,238.740472440945,265.25
"2443","Pisco","m","16",2,5,"control","r","addressing",420.87,227.54,357.75,329.785,227.54
"2444","Pisco","m","16",2,5,"control","r","baiting",266.21,192.24,221.115,224.483395061728,192.24
"2445","Pisco","m","16",2,5,"control","r","bowl_displacement",310.78,122.55,218.47,210.656860465116,122.55
"2446","Pisco","m","16",2,5,"control","r","choice",428.31,129.18,219.615,234.548275862069,129.18
"2447","Pisco","m","16",2,5,"control","r","signaling",284.25,99.91,175.77,174.942372881356,99.91
"2448","Pisco","m","16",2,6,"gazing","l","addressing",258.91,253.15,254.98,254.872,258.91
"2449","Pisco","m","16",2,6,"gazing","l","baiting",265.71,138.39,201.71,203.469352941176,265.71
"2450","Pisco","m","16",2,6,"gazing","l","bowl_displacement",321.17,123.11,193.09,200.36,321.17
"2451","Pisco","m","16",2,6,"gazing","l","choice",279.2,130.68,210.9,208.605445544554,279.2
"2452","Pisco","m","16",2,6,"gazing","l","signaling",295.93,106.55,246.61,235.799842519685,295.93
"2453","Pisco","m","16",2,7,"gazing","r","addressing",256.19,216.96,224.52,230.524705882353,216.96
"2454","Pisco","m","16",2,7,"gazing","r","baiting",203.3,84.04,150.52,145.477388535032,84.04
"2455","Pisco","m","16",2,7,"gazing","r","bowl_displacement",282.01,85.71,121.42,137.97956043956,85.71
"2456","Pisco","m","16",2,7,"gazing","r","choice",309.4,160.69,234.99,226.983980582524,160.69
"2457","Pisco","m","16",2,7,"gazing","r","signaling",297.76,19.41,208.69,197.667422680412,19.41
"2458","Pisco","m","16",2,8,"control","l","addressing",202.21,184.14,196.135,195.143125,202.21
"2459","Pisco","m","16",2,8,"control","l","baiting",347.93,7.46,244.96,236.421656441718,347.93
"2460","Pisco","m","16",2,8,"control","l","bowl_displacement",408.34,136.29,252.335,250.62101010101,408.34
"2461","Pisco","m","16",2,8,"control","l","choice",404.85,14.5,258.265,251.460943396226,404.85
"2462","Pisco","m","16",2,8,"control","l","signaling",213.42,202.79,209.64,209.332876712329,213.42
"2463","Pisco","m","16",2,9,"p+g","r","addressing",242.14,217.64,233.975,233.227,217.64
"2464","Pisco","m","16",2,9,"p+g","r","baiting",203.15,144.92,168.18,170.662280701754,144.92
"2465","Pisco","m","16",2,9,"p+g","r","bowl_displacement",292.24,116.84,163.27,179.762325581395,116.84
"2466","Pisco","m","16",2,9,"p+g","r","choice",318.64,153.14,218.84,222.833483146067,153.14
"2467","Pisco","m","16",2,9,"p+g","r","signaling",297.08,156.41,218.21,220.7988,156.41
"2468","Pisco","m","16",2,10,"p+g","r","addressing",161.92,127.15,145.39,147.007857142857,127.15
"2469","Pisco","m","16",2,10,"p+g","r","baiting",219.54,88.89,168.03,165.213291925466,88.89
"2470","Pisco","m","16",2,10,"p+g","r","bowl_displacement",360.97,5.65,133.69,163.823047619048,5.65
"2471","Pisco","m","16",2,10,"p+g","r","choice",407.95,134.88,226.27,239.000733944954,134.88
"2472","Pisco","m","16",2,10,"p+g","r","signaling",266.46,91.55,187.02,183.011643835616,91.55
"2473","Pisco","m","16",2,11,"p+g","l","addressing",175.34,128.58,156.08,152.864761904762,175.34
"2474","Pisco","m","16",2,11,"p+g","l","baiting",229.46,56.45,183.64,180.568333333333,229.46
"2475","Pisco","m","16",2,11,"p+g","l","bowl_displacement",376.19,110.03,177.36,204.580416666667,376.19
"2476","Pisco","m","16",2,11,"p+g","l","choice",398.19,24.24,163.5,178.787874015748,398.19
"2477","Pisco","m","16",2,11,"p+g","l","signaling",308.32,92.01,250.48,240.325588235294,308.32
"2478","Pisco","m","16",2,12,"p+g","l","addressing",188.66,65.83,132.03,122.853913043478,188.66
"2479","Pisco","m","16",2,12,"p+g","l","baiting",207,33.55,182.6,178.888299319728,207
"2480","Pisco","m","16",2,12,"p+g","l","bowl_displacement",393,78.11,148.83,181.602254901961,393
"2481","Pisco","m","16",2,12,"p+g","l","choice",348.95,19.86,210.7,201.399136690647,348.95
"2482","Pisco","m","16",2,12,"p+g","l","signaling",287.89,37.58,252.29,222.273333333333,287.89
"2483","Pisco","m","16",2,13,"control","r","addressing",152.15,98.5,148.015,140.175833333333,98.5
"2484","Pisco","m","16",2,13,"control","r","baiting",179.46,98.32,151.9,146.638141025641,98.32
"2485","Pisco","m","16",2,13,"control","r","bowl_displacement",411.72,60.9,148.67,160.902886597938,60.9
"2486","Pisco","m","16",2,13,"control","r","choice",306.01,36.23,182.36,195.653727272727,36.23
"2487","Pisco","m","16",2,13,"control","r","signaling",192.81,132.22,151.665,153.7046875,132.22
"2488","Pisco","m","16",2,14,"p+g","r","addressing",219.44,199.16,212.795,211.5925,199.16
"2489","Pisco","m","16",2,14,"p+g","r","baiting",429.02,89.73,245.05,243.189440993789,89.73
"2490","Pisco","m","16",2,14,"p+g","r","bowl_displacement",360.92,3.91,209.69,202.371710526316,3.91
"2491","Pisco","m","16",2,14,"p+g","r","choice",292.35,85.02,191.31,205.033106796116,85.02
"2492","Pisco","m","16",2,14,"p+g","r","signaling",331.43,128.93,164.57,196.760684931507,128.93
"2493","Pisco","m","16",2,15,"p+g","l","addressing",167.78,153.33,162.185,161.576111111111,167.78
"2494","Pisco","m","16",2,15,"p+g","l","baiting",202.42,80.11,160.815,158.225198019802,202.42
"2495","Pisco","m","16",2,15,"p+g","l","bowl_displacement",459.5,70.57,160.99,172.33112244898,459.5
"2496","Pisco","m","16",2,15,"p+g","l","choice",347.71,18.13,201.785,194.704693877551,347.71
"2497","Pisco","m","16",2,15,"p+g","l","signaling",281.1,26.05,211.29,191.287333333333,281.1
"2498","Ravenna","f","66",1,1,"pointing","r","addressing",226.53,48.79,143.2,137.250769230769,48.79
"2499","Ravenna","f","66",1,1,"pointing","r","baiting",305.34,163.07,201.585,208.082294117647,163.07
"2500","Ravenna","f","66",1,1,"pointing","r","bowl_displacement",248.72,152.76,199.1,199.155909090909,152.76
"2501","Ravenna","f","66",1,1,"pointing","r","choice",274.16,99.45,208.625,202.065,99.45
"2502","Ravenna","f","66",1,1,"pointing","r","signaling",243.31,106.18,208.59,201.993846153846,106.18
"2503","Ravenna","f","66",1,2,"pointing","l","addressing",190.65,181.57,184.27,185.187142857143,190.65
"2504","Ravenna","f","66",1,2,"pointing","l","baiting",220.98,159.24,201.21,200.750785714286,220.98
"2505","Ravenna","f","66",1,2,"pointing","l","bowl_displacement",210.01,126.75,174.73,174.541647058824,210.01
"2506","Ravenna","f","66",1,2,"pointing","l","choice",221.25,119.02,176.99,179.886590909091,221.25
"2507","Ravenna","f","66",1,2,"pointing","l","signaling",269.45,187.81,209.37,215.873148148148,269.45
"2508","Ravenna","f","66",1,3,"control","l","addressing",200.33,198.42,199.635,199.517,200.33
"2509","Ravenna","f","66",1,3,"control","l","baiting",234.52,101.64,215.48,209.505244755245,234.52
"2510","Ravenna","f","66",1,3,"control","l","bowl_displacement",244.37,170.16,205.325,206.652804878049,244.37
"2511","Ravenna","f","66",1,3,"control","l","choice",315.12,61.49,228.06,213.321582733813,315.12
"2512","Ravenna","f","66",1,3,"control","l","signaling",231.24,199.81,219.87,217.038243243243,231.24
"2513","Ravenna","f","66",1,4,"pointing","r","addressing",194.7,191.7,194.11,193.55,191.7
"2514","Ravenna","f","66",1,4,"pointing","r","baiting",344.06,193.09,205.69,210.313888888889,193.09
"2515","Ravenna","f","66",1,4,"pointing","r","bowl_displacement",216.43,136.35,177.45,177.018913043478,136.35
"2516","Ravenna","f","66",1,4,"pointing","r","choice",227.76,145.1,199.74,198.088387096774,145.1
"2517","Ravenna","f","66",1,4,"pointing","r","signaling",215.19,183.66,199.72,198.871186440678,183.66
"2518","Ravenna","f","66",1,5,"pointing","r","addressing",189.79,186.65,188.13,188.15625,186.65
"2519","Ravenna","f","66",1,5,"pointing","r","baiting",195.97,129.94,164.93,164.998333333333,129.94
"2520","Ravenna","f","66",1,5,"pointing","r","bowl_displacement",226.03,142.02,186.78,179.340941176471,142.02
"2521","Ravenna","f","66",1,5,"pointing","r","choice",223.41,107.48,187.57,184.211730769231,107.48
"2522","Ravenna","f","66",1,5,"pointing","r","signaling",214.99,190.18,198.61,198.469836065574,190.18
"2523","Ravenna","f","66",1,6,"pointing","l","addressing",175.14,167.12,171.23,170.815714285714,175.14
"2524","Ravenna","f","66",1,6,"pointing","l","baiting",191.24,137.37,169.91,167.164765100671,191.24
"2525","Ravenna","f","66",1,6,"pointing","l","bowl_displacement",205.36,121.74,154.405,153.905333333333,205.36
"2526","Ravenna","f","66",1,6,"pointing","l","choice",276.57,56.32,160.04,174.317454545455,276.57
"2527","Ravenna","f","66",1,6,"pointing","l","signaling",190.6,33.94,173.96,148.562285714286,190.6
"2528","Ravenna","f","66",1,7,"pointing","r","addressing",178.48,174.75,175.76,176.303571428571,174.75
"2529","Ravenna","f","66",1,7,"pointing","r","baiting",209.77,99.66,170.19,169.84958041958,99.66
"2530","Ravenna","f","66",1,7,"pointing","r","bowl_displacement",209.57,106.91,159.215,152.324333333333,106.91
"2531","Ravenna","f","66",1,7,"pointing","r","choice",214.31,162.52,188.975,187.391,162.52
"2532","Ravenna","f","66",1,7,"pointing","r","signaling",194.98,175.2,190.66,188.4146,175.2
"2533","Ravenna","f","66",1,8,"control","l","addressing",174.39,170.49,172.32,172.234705882353,174.39
"2534","Ravenna","f","66",1,8,"control","l","baiting",205.86,107.04,168.91,170.983356164384,205.86
"2535","Ravenna","f","66",1,8,"control","l","bowl_displacement",222.06,88.05,168.58,155.1503,222.06
"2536","Ravenna","f","66",1,8,"control","l","choice",245.99,110.63,188.785,185.984050632911,245.99
"2537","Ravenna","f","66",1,8,"control","l","signaling",214.03,105.77,181.725,178.430517241379,214.03
"2538","Ravenna","f","66",1,9,"gazing","r","addressing",206.94,202.87,203.595,203.95125,202.87
"2539","Ravenna","f","66",1,9,"gazing","r","baiting",244.09,87.05,185.615,190.509347826087,87.05
"2540","Ravenna","f","66",1,9,"gazing","r","bowl_displacement",237.49,146.38,195.915,189.357717391304,146.38
"2541","Ravenna","f","66",1,9,"gazing","r","choice",238.3,145.6,187.28,191.314363636364,145.6
"2542","Ravenna","f","66",1,9,"gazing","r","signaling",208.92,178.89,198.985,196.915084745763,178.89
"2543","Ravenna","f","66",1,10,"gazing","l","addressing",191.24,187.3,188.55,188.74,191.24
"2544","Ravenna","f","66",1,10,"gazing","l","baiting",263.32,0.13,153.19,139.623034482759,263.32
"2545","Ravenna","f","66",1,10,"gazing","l","bowl_displacement",212.6,110.75,148.86,150.783516483516,212.6
"2546","Ravenna","f","66",1,10,"gazing","l","choice",209.43,59.55,181.73,172.008817204301,209.43
"2547","Ravenna","f","66",1,10,"gazing","l","signaling",207.04,179.28,197.07,197.034036697248,207.04
"2548","Ravenna","f","66",1,11,"gazing","l","addressing",194.73,189.41,191.31,191.464,194.73
"2549","Ravenna","f","66",1,11,"gazing","l","baiting",236.37,140.13,187.775,186.616666666667,236.37
"2550","Ravenna","f","66",1,11,"gazing","l","bowl_displacement",230.34,116.18,188.22,177.985164835165,230.34
"2551","Ravenna","f","66",1,11,"gazing","l","choice",226.27,6.11,189.7,170.583728813559,226.27
"2552","Ravenna","f","66",1,11,"gazing","l","signaling",219.58,184.9,200.56,200.903551401869,219.58
"2553","Ravenna","f","66",1,12,"gazing","r","addressing",169.81,161.25,164.64,165.02,161.25
"2554","Ravenna","f","66",1,12,"gazing","r","baiting",204.37,141.22,170.14,169.676129032258,141.22
"2555","Ravenna","f","66",1,12,"gazing","r","bowl_displacement",213.55,125.62,168.65,165.355980392157,125.62
"2556","Ravenna","f","66",1,12,"gazing","r","choice",254.49,105.55,186.105,173.978461538462,105.55
"2557","Ravenna","f","66",1,12,"gazing","r","signaling",187.41,155.06,172.515,171.283771929825,155.06
"2558","Ravenna","f","66",1,13,"control","l","addressing",167,165.93,166.68,166.587333333333,167
"2559","Ravenna","f","66",1,13,"control","l","baiting",182.01,116.1,152,153.062168674699,182.01
"2560","Ravenna","f","66",1,13,"control","l","bowl_displacement",203.15,96.46,157.7,147.499663865546,203.15
"2561","Ravenna","f","66",1,13,"control","l","choice",201.6,130.55,164.775,162.90671875,201.6
"2562","Ravenna","f","66",1,13,"control","l","signaling",169,161.56,166.565,165.933142857143,169
"2563","Ravenna","f","66",1,14,"gazing","r","addressing",150.27,148.28,149.44,149.244615384615,148.28
"2564","Ravenna","f","66",1,14,"gazing","r","baiting",163.45,44.35,146.42,144.587902097902,44.35
"2565","Ravenna","f","66",1,14,"gazing","r","bowl_displacement",190.95,49.85,138.14,135.096551724138,49.85
"2566","Ravenna","f","66",1,14,"gazing","r","choice",192.43,111.44,151.97,155.338524590164,111.44
"2567","Ravenna","f","66",1,14,"gazing","r","signaling",157.83,130.58,145.485,144.682857142857,130.58
"2568","Ravenna","f","66",1,15,"gazing","r","addressing",181.16,179.58,180.46,180.418461538462,179.58
"2569","Ravenna","f","66",1,15,"gazing","r","baiting",191.77,144.02,171.94,173.027806451613,144.02
"2570","Ravenna","f","66",1,15,"gazing","r","bowl_displacement",207.35,113.03,160.88,153.635,113.03
"2571","Ravenna","f","66",1,15,"gazing","r","choice",195.13,118.79,167.25,163.697213114754,118.79
"2572","Ravenna","f","66",1,15,"gazing","r","signaling",186.92,158.54,175.05,173.226722689076,158.54
"2573","Ravenna","f","67",2,1,"p+g","l","addressing",333.83,292,298.68,304.830909090909,333.83
"2574","Ravenna","f","67",2,1,"p+g","l","baiting",334.08,272.87,306.6,307.368397435897,334.08
"2575","Ravenna","f","67",2,1,"p+g","l","bowl_displacement",353.63,262.2,303.13,299.156625,353.63
"2576","Ravenna","f","67",2,1,"p+g","l","choice",280.01,200.31,250.05,242.82,280.01
"2577","Ravenna","f","67",2,1,"p+g","l","signaling",364.11,235.63,275.26,294.418909090909,364.11
"2578","Ravenna","f","67",2,2,"p+g","l","addressing",292.42,291.5,291.71,291.866666666667,292.42
"2579","Ravenna","f","67",2,2,"p+g","l","baiting",347.9,228.22,311.42,311.748047337278,347.9
"2580","Ravenna","f","67",2,2,"p+g","l","bowl_displacement",331.05,228.95,267.41,272.002413793103,331.05
"2581","Ravenna","f","67",2,2,"p+g","l","choice",285.62,180.08,262.84,260.358163265306,285.62
"2582","Ravenna","f","67",2,2,"p+g","l","signaling",375.45,236.21,316.455,315.133833333333,375.45
"2583","Ravenna","f","67",2,3,"control","r","addressing",221.61,123.49,204.655,194.527142857143,123.49
"2584","Ravenna","f","67",2,3,"control","r","baiting",354.9,31.97,221.7,229.776195121951,31.97
"2585","Ravenna","f","67",2,3,"control","r","bowl_displacement",363.18,111.95,278.575,256.186136363636,111.95
"2586","Ravenna","f","67",2,3,"control","r","choice",342.42,126.94,305.665,288.899772727273,126.94
"2587","Ravenna","f","67",2,3,"control","r","signaling",252.58,223.16,246.15,243.742352941176,223.16
"2588","Ravenna","f","67",2,4,"p+g","r","addressing",286.29,283.15,284.245,284.383,283.15
"2589","Ravenna","f","67",2,4,"p+g","r","baiting",360.69,144.66,282.98,283.863358778626,144.66
"2590","Ravenna","f","67",2,4,"p+g","r","bowl_displacement",336.9,194,287.295,276.497272727273,194
"2591","Ravenna","f","67",2,4,"p+g","r","choice",496.09,90.86,284.32,298.761555555556,90.86
"2592","Ravenna","f","67",2,4,"p+g","r","signaling",297.03,17.06,253.535,211.898392857143,17.06
"2593","Ravenna","f","67",2,5,"p+g","l","addressing",294.85,290.9,291.74,291.953076923077,294.85
"2594","Ravenna","f","67",2,5,"p+g","l","baiting",335.08,178.3,308.77,301.656959459459,335.08
"2595","Ravenna","f","67",2,5,"p+g","l","bowl_displacement",330.38,201.72,296.68,288.550357142857,330.38
"2596","Ravenna","f","67",2,5,"p+g","l","choice",332.5,209.22,274.69,273.713921568627,332.5
"2597","Ravenna","f","67",2,5,"p+g","l","signaling",341.03,285.04,293.585,301.046785714286,341.03
"2598","Ravenna","f","67",2,6,"p+g","l","addressing",232.5,219.02,221.39,222.696,232.5
"2599","Ravenna","f","67",2,6,"p+g","l","baiting",217.82,108.72,189.06,180.938505747126,217.82
"2600","Ravenna","f","67",2,6,"p+g","l","bowl_displacement",243.12,109.55,210.68,204.354444444444,243.12
"2601","Ravenna","f","67",2,6,"p+g","l","choice",329.03,137.54,210.335,212.608823529412,329.03
"2602","Ravenna","f","67",2,6,"p+g","l","signaling",281.75,150,181.075,190.15475,281.75
"2603","Ravenna","f","67",2,7,"p+g","r","addressing",292.97,276.17,291.405,288.1775,276.17
"2604","Ravenna","f","67",2,7,"p+g","r","baiting",369.47,190.86,306.995,308.031102941176,190.86
"2605","Ravenna","f","67",2,7,"p+g","r","bowl_displacement",354.42,210.94,289.64,283.114754098361,210.94
"2606","Ravenna","f","67",2,7,"p+g","r","choice",310.47,140.41,276.99,274.212857142857,140.41
"2607","Ravenna","f","67",2,7,"p+g","r","signaling",321.59,274.28,305.2,303.540677966102,274.28
"2608","Ravenna","f","67",2,8,"control","l","addressing",313.68,308.95,309.675,310.115714285714,313.68
"2609","Ravenna","f","67",2,8,"control","l","baiting",514.28,241.45,312.96,315.104275362319,514.28
"2610","Ravenna","f","67",2,8,"control","l","bowl_displacement",348.67,146.77,321.255,307.8196,348.67
"2611","Ravenna","f","67",2,8,"control","l","choice",328.46,204.11,258.54,266.7786,328.46
"2612","Ravenna","f","67",2,8,"control","l","signaling",326.62,311.05,323.17,321.5275,326.62
"2613","Ravenna","f","67",2,9,"throwing","r","addressing",296.69,283.87,285.37,287.985,283.87
"2614","Ravenna","f","67",2,9,"throwing","r","baiting",316.24,264.39,287.92,288.09652173913,264.39
"2615","Ravenna","f","67",2,9,"throwing","r","bowl_displacement",349.3,239.2,285.04,282.918303030303,239.2
"2616","Ravenna","f","67",2,9,"throwing","r","choice",384.3,79.74,286.94,243.922333333333,79.74
"2617","Ravenna","f","67",2,9,"throwing","r","signaling",312.74,260.16,305.62,298.284,260.16
"2618","Ravenna","f","67",2,10,"throwing","l","addressing",304.69,291.78,297.83,297.940833333333,304.69
"2619","Ravenna","f","67",2,10,"throwing","l","baiting",335.9,148,279.585,279.893785714286,335.9
"2620","Ravenna","f","67",2,10,"throwing","l","bowl_displacement",347.91,249.7,297.705,290.383846153846,347.91
"2621","Ravenna","f","67",2,10,"throwing","l","choice",307.9,241.79,289.45,278.165789473684,307.9
"2622","Ravenna","f","67",2,10,"throwing","l","signaling",303.67,294.76,298.58,299.277678571429,303.67
"2623","Ravenna","f","67",2,11,"throwing","r","addressing",306.9,291.19,301.13,301.121212121212,291.19
"2624","Ravenna","f","67",2,11,"throwing","r","baiting",305.28,221.89,283.03,278.578611111111,221.89
"2625","Ravenna","f","67",2,11,"throwing","r","bowl_displacement",341.67,225.17,301.41,290.626307692308,225.17
"2626","Ravenna","f","67",2,11,"throwing","r","choice",309.75,207.16,267.63,266.422448979592,207.16
"2627","Ravenna","f","67",2,11,"throwing","r","signaling",317.09,259.84,308.46,302.259491525424,259.84
"2628","Ravenna","f","67",2,12,"throwing","r","addressing",304.17,296.16,299.135,299.521428571429,296.16
"2629","Ravenna","f","67",2,12,"throwing","r","baiting",392.19,121.78,288.14,288.126715328467,121.78
"2630","Ravenna","f","67",2,12,"throwing","r","bowl_displacement",362.89,119.87,296.37,287.411862068965,119.87
"2631","Ravenna","f","67",2,12,"throwing","r","choice",324.63,199.35,246.475,252.103863636364,199.35
"2632","Ravenna","f","67",2,12,"throwing","r","signaling",320.11,271.65,307.88,303.226346153846,271.65
"2633","Ravenna","f","67",2,13,"control","l","addressing",297.56,294.96,296.18,296.209230769231,297.56
"2634","Ravenna","f","67",2,13,"control","l","baiting",295.05,30.36,275.47,265.399337748344,295.05
"2635","Ravenna","f","67",2,13,"control","l","bowl_displacement",323.34,247.95,278.205,280.624811320755,323.34
"2636","Ravenna","f","67",2,13,"control","l","choice",346.84,232.51,267.02,274.597407407407,346.84
"2637","Ravenna","f","67",2,13,"control","l","signaling",301.23,295.05,297.71,297.989491525424,301.23
"2638","Ravenna","f","67",2,14,"throwing","r","addressing",250.33,247.04,248.275,248.585714285714,247.04
"2639","Ravenna","f","67",2,14,"throwing","r","baiting",263.33,104.35,244.03,232.96811023622,104.35
"2640","Ravenna","f","67",2,14,"throwing","r","bowl_displacement",328.14,211.31,253.52,253.473170731707,211.31
"2641","Ravenna","f","67",2,14,"throwing","r","choice",256.89,133.41,217.52,216.461764705882,133.41
"2642","Ravenna","f","67",2,14,"throwing","r","signaling",251.41,243.41,246.07,246.351851851852,243.41
"2643","Ravenna","f","67",2,15,"throwing","l","addressing",270.23,263.36,266.35,266.5868,270.23
"2644","Ravenna","f","67",2,15,"throwing","l","baiting",288,198.67,262.495,258.772741935484,288
"2645","Ravenna","f","67",2,15,"throwing","l","bowl_displacement",315.21,105.75,265.48,264.918313253012,315.21
"2646","Ravenna","f","67",2,15,"throwing","l","choice",270.81,127.34,216.18,207.116444444444,270.81
"2647","Ravenna","f","67",2,15,"throwing","l","signaling",334.11,247.64,259.09,264.437936507937,334.11
"2648","Riu","f","52",1,1,"gazing","l","addressing",286.76,257.13,266,268.3275,286.76
"2649","Riu","f","52",1,1,"gazing","l","baiting",339.82,250.43,288.37,293.403539325843,339.82
"2650","Riu","f","52",1,1,"gazing","l","bowl_displacement",367.23,274.59,287.855,298.716973684211,367.23
"2651","Riu","f","52",1,1,"gazing","l","choice",295.51,211.53,259.58,264.774897959184,295.51
"2652","Riu","f","52",1,1,"gazing","l","signaling",365.49,277.88,332.46,327.607777777778,365.49
"2653","Riu","f","52",1,2,"gazing","r","addressing",269.33,253.18,263.9,262.01,253.18
"2654","Riu","f","52",1,2,"gazing","r","baiting",351.35,256.93,296.03,294.153762376238,256.93
