"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"19412",19412,"mobileET_ostension_mexx_s3_yarbus",14,"bowl_displacement","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",2769,0,"pb"
"19413",19413,"mobileET_ostension_mexx_s3_yarbus",14,"bowl_displacement","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",2769,0,"pb"
"19414",19414,"mobileET_ostension_mexx_s3_yarbus",14,"bowl_displacement","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",2769,0,"pb"
"19415",19415,"mobileET_ostension_mexx_s3_yarbus",14,"bowl_displacement","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",2769,0,"pb"
"19416",19416,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"bright_green_bowl",354,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0.0613305613305613,"pb"
"19417",19417,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19418",19418,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19419",19419,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19420",19420,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19421",19421,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19422",19422,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19423",19423,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"hand",103,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0.0178447678447678,"pb"
"19424",19424,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19425",19425,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19426",19426,"mobileET_ostension_mexx_s3_yarbus",14,"choice","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",5772,0,"pb"
"19427",19427,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19428",19428,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19429",19429,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"bright_green_bowl",1549,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0.947400611620795,"pb"
"19430",19430,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19431",19431,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19432",19432,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19433",19433,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19434",19434,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19435",19435,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19436",19436,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19437",19437,"mobileET_ostension_mexx_s3_yarbus",14,"signaling","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","l",1,"l","r",1,"","bright_green_bowl","bright_green_bowl",1635,0,"pb"
"19438",19438,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19439",19439,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19440",19440,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19441",19441,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"torso",291,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0.670506912442396,"pb"
"19442",19442,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19443",19443,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19444",19444,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19445",19445,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19446",19446,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19447",19447,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19448",19448,"mobileET_ostension_mexx_s3_yarbus",15,"addressing","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",434,0,"pb"
"19449",19449,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"hand",78,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0.0177111716621253,"pb"
"19450",19450,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19451",19451,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19452",19452,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19453",19453,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19454",19454,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19455",19455,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19456",19456,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19457",19457,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0,"pb"
"19458",19458,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"face",103,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0.0233878292461399,"pb"
"19459",19459,"mobileET_ostension_mexx_s3_yarbus",15,"baiting","Mexx2",2,"occluder",236,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",4404,0.0535876475930972,"pb"
"19460",19460,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19461",19461,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19462",19462,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19463",19463,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"hand",1089,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0.453372189841799,"pb"
"19464",19464,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19465",19465,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"torso",47,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0.0195670274771024,"pb"
"19466",19466,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19467",19467,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19468",19468,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19469",19469,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0,"pb"
"19470",19470,"mobileET_ostension_mexx_s3_yarbus",15,"bowl_displacement","Mexx2",2,"face",201,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2402,0.0836802664446295,"pb"
"19471",19471,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"face",490,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0.157911698356429,"pb"
"19472",19472,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19473",19473,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19474",19474,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19475",19475,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19476",19476,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19477",19477,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19478",19478,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19479",19479,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19480",19480,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"hand",271,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0.0873348372542701,"pb"
"19481",19481,"mobileET_ostension_mexx_s3_yarbus",15,"choice","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3103,0,"pb"
"19482",19482,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19483",19483,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"face",1848,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0.651622002820874,"pb"
"19484",19484,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19485",19485,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19486",19486,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19487",19487,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19488",19488,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19489",19489,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19490",19490,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19491",19491,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19492",19492,"mobileET_ostension_mexx_s3_yarbus",15,"signaling","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","pointing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2836,0,"pb"
"19493",19493,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19494",19494,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19495",19495,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19496",19496,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19497",19497,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19498",19498,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"legs",234,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,1,"pb"
"19499",19499,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19500",19500,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19501",19501,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19502",19502,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19503",19503,"mobileET_ostension_mexx_s3_yarbus",2,"addressing","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",234,0,"pb"
"19504",19504,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"hand",1118,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0.219000979431929,"pb"
"19505",19505,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19506",19506,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19507",19507,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19508",19508,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19509",19509,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"torso",156,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0.0305582761998041,"pb"
"19510",19510,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19511",19511,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19512",19512,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19513",19513,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19514",19514,"mobileET_ostension_mexx_s3_yarbus",2,"baiting","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",5105,0,"pb"
"19515",19515,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
