"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"96",96,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"choice","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3203,0,"kg"
"97",97,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"choice","Arko3",1,"hand",704,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3203,0.21979394317827,"kg"
"98",98,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"choice","Arko3",1,"dark_green_bowl",234,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3203,0.0730565095223228,"kg"
"99",99,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"choice","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3203,0,"kg"
"100",100,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"101",101,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"102",102,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"dark_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"103",103,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"face",1573,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0.512377850162866,"kg"
"104",104,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"105",105,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"106",106,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"107",107,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"108",108,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"hand",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"109",109,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"torso",1499,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0.488273615635179,"kg"
"110",110,"mobileET_ostension_arco_s1_yarbus_new_part1",2,"signaling","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",3070,0,"kg"
"111",111,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"112",112,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"113",113,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"torso",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"114",114,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"115",115,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"116",116,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"117",117,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"118",118,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"119",119,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"hand",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"120",120,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"dark_green_bowl",556,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0.980599647266314,"kg"
"121",121,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"addressing","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",567,0,"kg"
"122",122,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"123",123,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"124",124,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"dark_green_bowl",101,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0.0130474098953624,"kg"
"125",125,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"torso",101,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0.0130474098953624,"kg"
"126",126,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"127",127,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"hand",2317,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0.299315333936184,"kg"
"128",128,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"occluder",4074,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0.526288593205012,"kg"
"129",129,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"130",130,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"131",131,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"132",132,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"baiting","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",7741,0,"kg"
"133",133,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"134",134,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"135",135,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"136",136,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"137",137,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"hand/darkg_bowl",433,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0.100604089219331,"kg"
"138",138,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"139",139,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"140",140,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"hand",271,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0.0629646840148699,"kg"
"141",141,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"legs",838,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0.194702602230483,"kg"
"142",142,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"torso",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0,"kg"
"143",143,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"bowl_displacement","Arko3",1,"dark_green_bowl",268,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",4304,0.0622676579925651,"kg"
"144",144,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"145",145,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"hand",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"146",146,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"147",147,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"148",148,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"torso",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"149",149,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"150",150,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"dark_green_bowl",1761,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0.743351625158295,"kg"
"151",151,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"152",152,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"153",153,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"154",154,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"choice","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",2369,0,"kg"
"155",155,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"torso",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"156",156,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"157",157,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"158",158,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"159",159,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"160",160,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"161",161,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"162",162,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"hand",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"163",163,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"164",164,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0,"kg"
"165",165,"mobileET_ostension_arco_s1_yarbus_new_part1",3,"signaling","Arko3",1,"dark_green_bowl",81,"collie",15,"m","unneutered","22/03/2021","14/07/2022","control","l",0,"r","r",1,"","dark_green_bowl","bright_green_bowl",1201,0.06744379683597,"kg"
"166",166,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"torso",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"167",167,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"dark_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"168",168,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"face",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"169",169,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"bright_green_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"170",170,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"open_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"171",171,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"occluder",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"172",172,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"legs",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"173",173,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"hand/brightg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"174",174,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"handler",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"175",175,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"hand",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"176",176,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"addressing","Arko3",1,"hand/darkg_bowl",0,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",300,0,"kg"
"177",177,"mobileET_ostension_arco_s1_yarbus_new_part1",4,"baiting","Arko3",1,"occluder",2871,"collie",15,"m","unneutered","22/03/2021","14/07/2022","gazing","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",6874,0.417660750654641,"kg"
